path,class
./data/train/YJ0S452HCL.jpg,4
./data/train/Z4NKWDY8VB.jpg,7
./data/train/7974HCFA2S.jpg,9
./data/train/IQBJ47UTPX.jpg,3
./data/train/WD2KHCVUP9.jpg,6
./data/train/DNBPQD8OPB.jpg,7
./data/train/GMFOS2AOPN.jpg,7
./data/train/KAR2U2I1CR.jpg,9
./data/train/YRA7HCJPJ8.jpg,6
./data/train/1G70XIYFC4.jpg,5
./data/train/CL9HZBVME5.jpg,4
./data/train/TS8YWUHUD4.jpg,3
./data/train/VSM19QYFSS.jpg,4
./data/train/UWGD7S44EK.jpg,7
./data/train/VLTP1PLP2D.jpg,1
./data/train/UVO6ZE5K4H.jpg,9
./data/train/PVQF2OBRMK.jpg,5
./data/train/AYVPDZRTQF.jpg,9
./data/train/EXOLYKHODI.jpg,4
./data/train/GW213OH5QR.jpg,8
./data/train/VWAYNDAZ2E.jpg,4
./data/train/L5J3NK9SQ4.jpg,4
./data/train/VV50MIJVGN.jpg,8
./data/train/GCJ3IJJ4L7.jpg,8
./data/train/LYW5HFI4WZ.jpg,2
./data/train/PLWIDR88CE.jpg,0
./data/train/STUF2FJ9LT.jpg,2
./data/train/V739XET2FV.jpg,8
./data/train/1ZC9Y4LGRX.jpg,3
./data/train/63RQEGO2XT.jpg,0
./data/train/WP8QA4R2PP.jpg,9
./data/train/1C9ZPCO5T2.jpg,3
./data/train/9GDS6Z2WBL.jpg,6
./data/train/WOZA7UAVXM.jpg,1
./data/train/MK9VDRYESC.jpg,7
./data/train/6248MJ0W6X.jpg,4
./data/train/YTWASGOQK7.jpg,8
./data/train/IY1QI7LYZG.jpg,1
./data/train/0LGTRCQS6O.jpg,0
./data/train/PX1D85OLOM.jpg,7
./data/train/7A8U3MOQOF.jpg,1
./data/train/Y6CHUKW3RX.jpg,1
./data/train/NJ7S0BHF2L.jpg,7
./data/train/UNBQ6F2R33.jpg,2
./data/train/U89R5K40RV.jpg,9
./data/train/T4B8P1PGAQ.jpg,5
./data/train/AJO2AMLMA3.jpg,4
./data/train/V0U8VSNR08.jpg,8
./data/train/W578Q2WZVT.jpg,4
./data/train/MHZ05UVF2W.jpg,2
./data/train/5C1C7LEYNM.jpg,5
./data/train/DT8VMUUGYT.jpg,0
./data/train/WUVP6CYY5Z.jpg,5
./data/train/9ZGJ43VHKF.jpg,2
./data/train/NEH3U1O2KZ.jpg,5
./data/train/NISLNB1IX1.jpg,7
./data/train/8IP8JE5AQX.jpg,6
./data/train/2E2AHMFHO5.jpg,8
./data/train/FK4FVK7IE7.jpg,1
./data/train/7YE9CCQT4J.jpg,8
./data/train/SKDRPD6N4O.jpg,0
./data/train/FV1JJ22AGZ.jpg,0
./data/train/GI61QZ9BQW.jpg,6
./data/train/M9DEDCULCD.jpg,4
./data/train/H3R3UXYPHP.jpg,0
./data/train/20FKLX8HGZ.jpg,2
./data/train/9DE6WKH12B.jpg,7
./data/train/5MXSNZQCYP.jpg,3
./data/train/BRIY06XFEP.jpg,0
./data/train/P1CRS2VG03.jpg,7
./data/train/ZLTHVDRU6X.jpg,3
./data/train/8385090P5B.jpg,1
./data/train/T1SVBTNG4U.jpg,8
./data/train/4J0HNTPOI1.jpg,8
./data/train/RIZGS19FVH.jpg,9
./data/train/FI375Q60A9.jpg,6
./data/train/BPI3M0A6AM.jpg,4
./data/train/ZSICCQ0HGQ.jpg,6
./data/train/7V6B99FO0Q.jpg,8
./data/train/T34Z4MOK3G.jpg,6
./data/train/UNIB2MCTD9.jpg,7
./data/train/JF6UYVVAKC.jpg,9
./data/train/RFU3JMRTW7.jpg,3
./data/train/MG88J89S82.jpg,8
./data/train/PKCRXALLS6.jpg,5
./data/train/Z21XYXVAQD.jpg,3
./data/train/0PH5F2AZ1T.jpg,5
